id,question,choices,answerKey
MCAS_2016_5_13,Which of the following describes an instinctive behavior?,"{'text': ['a behavior that occurs only in adult fish', 'a behavior that occurs only in small mammals', 'a behavior that an animal learns how to do over time', 'a behavior that an animal is born knowing how to do'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7267873,Which of these provide the best evidence that life could develop on Mars?,"{'text': ['its atmospheric gases', 'its surface temperatures', 'its craters and rocky surface', 'its ice and organic molecules'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_407162,The primary reason that plants are important for an ecosystem is because they,"{'text': ['provide energy for consumers.', 'depend on other organisms for shelter.', 'break down dead animal matter.', 'consume nutrients for energy.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7008890,Energy from the Sun reaches Earth by,"{'text': ['radiation.', 'conduction.', 'convection.', 'thermal expansion.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7235900,Scientists study the current conditions of many solar system objects to gain insight into conditions early in the history of Earth. Which phenomenon most closely models current theories of early Earth?,"{'text': ['liquid forming valleys on Mars', 'hundreds of active volcanoes on Io', 'rock and ice forming the core of Neptune', 'ice covering the entire surface of Europa'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_SC_408323,"Jonathan places a pot of water on a stove. As the water boils, how does the state of the water change?","{'text': ['from gas to liquid', 'from liquid to gas', 'from liquid to solid', 'from solid to liquid'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_404795,Animal cells obtain energy by,"{'text': ['processing sunlight.', 'absorbing nutrients.', 'growing.', 'dividing.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7071628,Which illness is associated with a weakened immune system in the body?,"{'text': ['tetanus', 'cancer', 'measles', 'rabies'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7183645,"In the human kidney, urea from the blood is filtered through the glomerular membrane into a nephron. The movement of urea across this membrane occurs without an input of energy. Which factor is the most likely reason urea absorption does not require energy?","{'text': ['a pH imbalance', 'a pressure difference', 'a temperature increase', 'a concentration gradient'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7115448,The greatest amount of diversity can be found among which type of organism?,"{'text': ['plants', 'animals', 'bacteria', 'fungi'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7223125,Which energy type is common enough in Nevada to make a significant contribution to the renewable energy needs of the state?,"{'text': ['coal', 'geothermal', 'natural gas', 'petroleum'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7207428,"Until recently the Grand Canyon was thought to be about 5-6 million years old. Recently a scientist gathered data and wrote a paper for a scientific journal that indicated the canyon is about 17 million years old. Before this new information about the canyon is accepted, which of these needs to occur?","{'text': ['The scientist needs to publish additional papers.', 'The scientist needs to obtain government support.', 'Other scientists need to state their beliefs.', 'Many scientists need to evaluate the data.'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_400220,Which human trait is most likely inherited from a parent?,"{'text': ['learning to ride a bike', 'holding a spoon', 'reading a book', 'height'], 'label': ['A', 'B', 'C', 'D']}",D
MCAS_2005_9_2,Foam weather stripping is often placed in the frames of doors and windows in a home. What is the purpose of this weather stripping?,"{'text': ['The weather stripping increases heat transfer by radiation.', 'Heat is conducted quickly through the weather stripping.', 'The weather stripping reduces heat loss due to convection.', 'Heat can transfer through the weather stripping due to reflection.'], 'label': ['A', 'B', 'C', 'D']}",C
NYSEDREGENTS_2004_8_1,The items listed below were found in a science classroom. * a heart made of plastic with many of its parts labeled * clay formed to look like Earth and other planets * a giant plastic plant cell with removable cell parts These items are all examples of,"{'text': ['models', 'experiments', 'variables', 'controls'], 'label': ['1', '2', '3', '4']}",1
MCAS_2008_8_5701,"For a technology project, Kyle came up with an idea to build a model bridge. He wants his bridge to span 50 cm and to support a 1 kg object. According to the engineering design process, which of the following should be Kyle's next step?","{'text': ['construct prototypes of different kinds of bridges', 'research the different designs of bridges', 'gather the materials needed to build the bridge', 'make a drawing to show how to build the bridge'], 'label': ['A', 'B', 'C', 'D']}",B
TIMSS_2011_8_pg118,Light travels fastest through which of the following?,"{'text': ['air', 'glass', 'water', 'a vacuum'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_408414,Different systems of the human body perform different functions. Which system takes oxygen from the air to be moved by the circulatory system?,"{'text': ['the respiratory system', 'the digestive system', 'the nervous system', 'the skeletal system'], 'label': ['A', 'B', 'C', 'D']}",A
MCAS_2004_5_4,A solar cell turns sunlight into another form of energy. A solar cell is most like what natural structure?,"{'text': [""an elephant's ears"", ""a plant's leaves"", ""a deer's hooves"", ""a tree's roots""], 'label': ['A', 'B', 'C', 'D']}",B
MCAS_2012_5_18,"The Sun appears to move across the sky each day, rising in the east and setting in the west. What causes this apparent motion?","{'text': ['the rotation of Earth on its axis', 'the revolution of the Sun around Earth', 'the Earth’s distance from the Sun', 'the properties of Earth’s atmosphere'], 'label': ['A', 'B', 'C', 'D']}",A
OHAT_2009_5_44,What causes a blue block to appear blue in the sunlight?,"{'text': ['The block absorbs all blue light.', 'The block bends (refracts) all blue light.', 'Only blue light is reflected by the block.', 'Only blue light passes through the block.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7121958,A student determined the density of different bars of soap. Which should the student most likely do to check the accuracy of the results?,"{'text': ['complete the experiment in one day', 'test multiple brands of soap', 'record data in metric units', 'repeat the experiment'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_400024,"Which method below would be the best way to determine if an egg, plastic foam, a piece of wood, or a candle would float on water?","{'text': ['observing each object in water', 'measuring the size of each object', 'calculating the weight of the objects', 'comparing the shapes of the objects'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_SC_405024,Liam lives in the Northern Hemisphere of Earth and plays in the snow in December. His friend lives in the Southern Hemisphere of Earth and plays at the beach in December. What is the best explanation for why this is possible?,"{'text': ['tilt of Earth on its axis', 'rotation of Earth on its axis', 'revolution of Earth around the Sun', 'revolution of the Moon around Earth'], 'label': ['A', 'B', 'C', 'D']}",A
CSZ_2004_5_CSZ10300,A scientist needs to take a picture of the well-ordered arrangements of the atoms and molecules within a substance. Which of the following instruments would be best for the scientist to use?,"{'text': ['a laser light with holograph.', 'a seismograph.', 'an electron microscope.', 'a stereoscope.'], 'label': ['A', 'B', 'C', 'D']}",C
Mercury_7212433,Gold atoms can be identified based on the number of which subatomic particles?,"{'text': ['neutrons', 'electrons', 'nuclei', 'protons'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_SC_402050,Which is needed for both boiling and melting to occur?,"{'text': ['solids', 'gases', 'heat', 'pressure'], 'label': ['A', 'B', 'C', 'D']}",C
NAEP_2005_8_S11+15,Which of the following is an example of genetic engineering?,"{'text': ['Growing a whole plant from a single cell.', 'Finding the sequences of bases in plant DNA.', 'Inserting a gene into plants that makes them resistant to insects.', 'Attaching the root of one type of plant to the stem of another type of plant.'], 'label': ['A', 'B', 'C', 'D']}",C
MCAS_2009_8_8,Which of the following is an example of a container that is filled with a pure substance rather than with a mixture?,"{'text': ['a tire filled with air', 'a jar filled with salt water', 'a balloon filled with helium', 'a glass filled with chocolate milk'], 'label': ['A', 'B', 'C', 'D']}",C
CSZ_2006_5_CSZ10326,Which best describes the role of the esophagus in digestion?,"{'text': ['It releases acid and mixes food.', 'It aids in absorption of nutrients from food.', 'It carries food from the mouth to the stomach.', 'It carries food from the stomach to the intestines.'], 'label': ['A', 'B', 'C', 'D']}",C
AKDE&ED_2012_4_46,Which change is most likely caused by a thunderstorm?,"{'text': ['a glacier moving', 'a stream flooding', 'a volcano erupting', 'a mountain forming'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7213938,Which is an example of an organism that has been selectively bred for a particular genetic trait?,"{'text': ['cats that eat mice', 'cows that graze on grass', 'pigs that form large herds', 'chickens that lay large eggs'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7033618,"Which of these can be described as a system of stars, gases, dust, and other matter that orbits a common center of gravity?","{'text': ['an asteroid', 'a galaxy', 'a nebula', 'a comet'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7144743,"The Florida Bog Frog (Lithobates okaloosae) inhabits shallow stream overflows in three counties in Florida. With such a small geographic habitat, any change in the frog's environment could cause drastic changes in the population. Which would most likely affect the frog population if acid rain changed the pH of the water?","{'text': ['Prey insects would become inedible.', 'Tadpoles would be unable to survive.', 'Breeding sites would become unavailable.', 'Predators would choose another food source.'], 'label': ['A', 'B', 'C', 'D']}",B
Mercury_7248325,Which function do kidneys provide to maintain homeostasis?,"{'text': ['the removal of excess heat from the body', 'the removal of carbon dioxide from the body', 'the removal of excess oxygen from the blood', 'the removal of nitrogenous wastes from the blood'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7001750,"While running, leg muscles work to move leg bones, and the skin helps to","{'text': ['regulate body temperature.', 'sense small changes in the heart rate.', 'transport nutrients to muscles.', 'maintain oxygen levels in the blood.'], 'label': ['A', 'B', 'C', 'D']}",A
Mercury_7166898,"Rolanda is growing tomato plants in her garden. She has created a compost pile and has been adding compost around her tomato plants to help fertilize them. Compost is solid waste in which organic material is broken down by microorganisms in the presence of oxygen to where it can be safely stored, handled, and applied to the environment. On what does Rolanda primarily rely in order for composting to work?","{'text': ['producers', 'consumers', 'scavengers', 'decomposers'], 'label': ['A', 'B', 'C', 'D']}",D
Mercury_7164605,"Some students were on a tour exploring the inside of a cave. While the students were in the cave, they realized they heard an echo every time that they spoke. Which most likely caused the echo to occur?","{'text': ['the accumulation of the sound waves', 'the diffraction of the sound waves', 'the refraction of the sound waves', 'the reflection of the sound waves'], 'label': ['A', 'B', 'C', 'D']}",D
